Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class
2010-07-30,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 45, Sestak 39",Toomey +6,2010,Toomey,R,0.0
2010-08-17,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,PPP (D),"Toomey 45, Sestak 36",Toomey +9,2010,Toomey,R,0.0
2010-08-17,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,PPP (D),"Toomey 45, Sestak 36",Toomey +9,2010,Toomey,R,0.0
2010-08-17,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 48, Sestak 40",Toomey +8,2010,Toomey,R,0.0
2010-08-17,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 48, Sestak 40",Toomey +8,2010,Toomey,R,0.0
2010-08-17,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 46, Sestak 37",Toomey +9,2010,Toomey,R,0.0
2010-08-17,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 46, Sestak 37",Toomey +9,2010,Toomey,R,0.0
2010-08-26,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 40, Sestak 31",Toomey +9,2010,Toomey,R,0.0
2010-08-26,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 40, Sestak 31",Toomey +9,2010,Toomey,R,0.0
2010-08-31,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Reuters/Ipsos,"Toomey 47, Sestak 37",Toomey +10,2010,Toomey,R,0.0
2010-08-31,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Reuters/Ipsos,"Toomey 47, Sestak 37",Toomey +10,2010,Toomey,R,0.0
2010-08-31,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 48, Sestak 42",Toomey +6,2010,Toomey,R,0.0
2010-08-31,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 48, Sestak 42",Toomey +6,2010,Toomey,R,0.0
2010-09-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,FOX News/POR-Rasmussen,"Toomey 47, Sestak 41",Toomey +6,2010,Toomey,R,0.0
2010-09-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,FOX News/POR-Rasmussen,"Toomey 47, Sestak 41",Toomey +6,2010,Toomey,R,0.0
2010-09-15,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 49, Sestak 41",Toomey +8,2010,Toomey,R,0.0
2010-09-15,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 49, Sestak 41",Toomey +8,2010,Toomey,R,0.0
2010-09-20,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Times Leader/Critical Insights,"Toomey 40, Sestak 36",Toomey +4,2010,Toomey,R,0.0
2010-09-20,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Times Leader/Critical Insights,"Toomey 40, Sestak 36",Toomey +4,2010,Toomey,R,0.0
2010-09-21,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,FOX News/POR-Rasmussen,"Toomey 48, Sestak 40",Toomey +8,2010,Toomey,R,0.0
2010-09-21,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,FOX News/POR-Rasmussen,"Toomey 48, Sestak 40",Toomey +8,2010,Toomey,R,0.0
2010-09-22,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,CNN/Time,"Toomey 49, Sestak 44",Toomey +5,2010,Toomey,R,0.0
2010-09-22,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,CNN/Time,"Toomey 49, Sestak 44",Toomey +5,2010,Toomey,R,0.0
2010-09-22,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 50, Sestak 43",Toomey +7,2010,Toomey,R,0.0
2010-09-22,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Quinnipiac,"Toomey 50, Sestak 43",Toomey +7,2010,Toomey,R,0.0
2010-09-27,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Magellan Strategies (R),"Toomey 49, Sestak 41",Toomey +8,2010,Toomey,R,0.0
2010-09-27,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Magellan Strategies (R),"Toomey 49, Sestak 41",Toomey +8,2010,Toomey,R,0.0
2010-09-27,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Morning Call,"Toomey 46, Sestak 39",Toomey +7,2010,Toomey,R,0.0
2010-09-27,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Morning Call,"Toomey 46, Sestak 39",Toomey +7,2010,Toomey,R,0.0
2010-09-28,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Suffolk University,"Toomey 45, Sestak 40",Toomey +5,2010,Toomey,R,0.0
2010-09-28,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Suffolk University,"Toomey 45, Sestak 40",Toomey +5,2010,Toomey,R,0.0
2010-09-29,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 38, Sestak 29",Toomey +9,2010,Toomey,R,0.0
2010-09-29,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Franklin & Marshall,"Toomey 38, Sestak 29",Toomey +9,2010,Toomey,R,0.0
2010-09-29,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Susquehanna,"Toomey 45, Sestak 42",Toomey +3,2010,Toomey,R,0.0
2010-09-29,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Susquehanna,"Toomey 45, Sestak 42",Toomey +3,2010,Toomey,R,0.0
2010-10-01,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 49, Sestak 40",Toomey +9,2010,Toomey,R,0.0
2010-10-01,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 49, Sestak 40",Toomey +9,2010,Toomey,R,0.0
2010-10-02,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,McClatchy/Marist,"Toomey 51, Sestak 42",Toomey +9,2010,Toomey,R,0.0
2010-10-02,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,McClatchy/Marist,"Toomey 51, Sestak 42",Toomey +9,2010,Toomey,R,0.0
2010-10-05,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Morning Call,"Toomey 46, Sestak 39",Toomey +7,2010,Toomey,R,0.0
2010-10-05,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Morning Call,"Toomey 46, Sestak 39",Toomey +7,2010,Toomey,R,0.0
2010-10-05,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Morning Call,"Toomey 45, Sestak 38",Toomey +7,2010,Toomey,R,0.0
2010-10-05,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Morning Call,"Toomey 45, Sestak 38",Toomey +7,2010,Toomey,R,0.0
2010-10-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 49, Sestak 39",Toomey +10,2010,Toomey,R,0.0
2010-10-14,Pennsylvania,Pennsylvania Senate - Sestak vs. Toomey,Rasmussen Reports,"Toomey 49, Sestak 39",Toomey +10,2010,Toomey,R,0.0
2015-01-20,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,PPP (D),"Toomey 40, Sestak 36",Toomey +4,2015,Toomey,R,0.0
2015-01-20,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,PPP (D),"Toomey 40, Sestak 36",Toomey +4,2015,Toomey,R,0.0
2015-02-10,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 45, Sestak 35",Toomey +10,2015,Toomey,R,0.0
2015-02-10,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 45, Sestak 35",Toomey +10,2015,Toomey,R,0.0
2015-03-26,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Franklin & Marshall,"Toomey 34, Sestak 29",Toomey +5,2015,Toomey,R,0.0
2015-03-26,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Franklin & Marshall,"Toomey 34, Sestak 29",Toomey +5,2015,Toomey,R,0.0
2015-04-06,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 48, Sestak 35",Toomey +13,2015,Toomey,R,0.0
2015-04-06,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 48, Sestak 35",Toomey +13,2015,Toomey,R,0.0
2015-05-12,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Harper (R),"Toomey 53, Sestak 32",Toomey +21,2015,Toomey,R,0.0
2015-05-12,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Harper (R),"Toomey 53, Sestak 32",Toomey +21,2015,Toomey,R,0.0
2015-05-12,Pennsylvania,Pennsylvania Senate - Toomey vs. Shapiro,Harper (R),"Toomey 55, Shapiro 27",Toomey +28,2015,Toomey,R,0.0
2015-05-12,Pennsylvania,Pennsylvania Senate - Toomey vs. Shapiro,Harper (R),"Toomey 55, Shapiro 27",Toomey +28,2015,Toomey,R,0.0
2015-05-12,Pennsylvania,Pennsylvania Senate - Toomey vs. Pawlowski,Harper (R),"Toomey 54, Pawlowski 30",Toomey +24,2015,Toomey,R,0.0
2015-05-12,Pennsylvania,Pennsylvania Senate - Toomey vs. Pawlowski,Harper (R),"Toomey 54, Pawlowski 30",Toomey +24,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,PPP (D),"Toomey 42, Sestak 38",Toomey +4,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,PPP (D),"Toomey 42, Sestak 38",Toomey +4,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Pawlowski,PPP (D),"Toomey 44, Pawlowski 34",Toomey +10,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Pawlowski,PPP (D),"Toomey 44, Pawlowski 34",Toomey +10,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Hughes,PPP (D),"Toomey 44, Hughes 35",Toomey +9,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Hughes,PPP (D),"Toomey 44, Hughes 35",Toomey +9,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Williams,PPP (D),"Toomey 44, Williams 33",Toomey +11,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Williams,PPP (D),"Toomey 44, Williams 33",Toomey +11,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Carney,PPP (D),"Toomey 44, Carney 35",Toomey +9,2015,Toomey,R,0.0
2015-05-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Carney,PPP (D),"Toomey 44, Carney 35",Toomey +9,2015,Toomey,R,0.0
2015-06-22,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 47, Sestak 36",Toomey +11,2015,Toomey,R,0.0
2015-06-22,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 47, Sestak 36",Toomey +11,2015,Toomey,R,0.0
2015-06-22,Pennsylvania,Pennsylvania Senate - Toomey vs. Pawlowski,Quinnipiac,"Toomey 52, Pawlowski 28",Toomey +24,2015,Toomey,R,0.0
2015-06-22,Pennsylvania,Pennsylvania Senate - Toomey vs. Pawlowski,Quinnipiac,"Toomey 52, Pawlowski 28",Toomey +24,2015,Toomey,R,0.0
2015-08-25,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 48, Sestak 33",Toomey +15,2015,Toomey,R,0.0
2015-08-25,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 48, Sestak 33",Toomey +15,2015,Toomey,R,0.0
2015-08-25,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 48, McGinty 32",Toomey +16,2015,Toomey,R,0.0
2015-08-25,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 48, McGinty 32",Toomey +16,2015,Toomey,R,0.0
2015-08-27,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall,"Toomey 35, McGinty 28",Toomey +7,2015,Toomey,R,0.0
2015-08-27,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall,"Toomey 35, McGinty 28",Toomey +7,2015,Toomey,R,0.0
2015-08-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Franklin & Marshall,"Toomey 41, Sestak 29",Toomey +12,2015,Toomey,R,0.0
2015-08-27,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Franklin & Marshall,"Toomey 41, Sestak 29",Toomey +12,2015,Toomey,R,0.0
2015-09-21,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Harper (R),"Toomey 48, McGinty 34",Toomey +14,2015,Toomey,R,0.0
2015-09-21,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Harper (R),"Toomey 48, McGinty 34",Toomey +14,2015,Toomey,R,0.0
2015-09-21,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Harper (R),"Toomey 47, Sestak 37",Toomey +10,2015,Toomey,R,0.0
2015-09-21,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Harper (R),"Toomey 47, Sestak 37",Toomey +10,2015,Toomey,R,0.0
2015-10-08,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 51, McGinty 31",Toomey +20,2015,Toomey,R,0.0
2015-10-08,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 51, McGinty 31",Toomey +20,2015,Toomey,R,0.0
2015-10-08,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 49, Sestak 34",Toomey +15,2015,Toomey,R,0.0
2015-10-08,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Quinnipiac,"Toomey 49, Sestak 34",Toomey +15,2015,Toomey,R,0.0
2015-10-15,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,PPP (D),"Toomey 43, McGinty 36",Toomey +7,2015,Toomey,R,0.0
2015-10-15,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,PPP (D),"Toomey 43, McGinty 36",Toomey +7,2015,Toomey,R,0.0
2015-10-15,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,PPP (D),"Toomey 41, Sestak 38",Toomey +3,2015,Toomey,R,0.0
2015-10-15,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,PPP (D),"Toomey 41, Sestak 38",Toomey +3,2015,Toomey,R,0.0
2015-10-15,Pennsylvania,Pennsylvania Senate - Toomey vs. Fetterman,PPP (D),"Toomey 41, Fetterman 34",Toomey +7,2015,Toomey,R,0.0
2015-10-15,Pennsylvania,Pennsylvania Senate - Toomey vs. Fetterman,PPP (D),"Toomey 41, Fetterman 34",Toomey +7,2015,Toomey,R,0.0
2016-03-14,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Mercyhurst University,"Toomey 43, Sestak 38",Toomey +5,2016,Toomey,R,0.0
2016-03-14,Pennsylvania,Pennsylvania Senate - Toomey vs. Sestak,Mercyhurst University,"Toomey 43, Sestak 38",Toomey +5,2016,Toomey,R,0.0
2016-05-11,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 45, McGinty 44",Toomey +1,2016,Toomey,R,0.0
2016-05-11,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 45, McGinty 44",Toomey +1,2016,Toomey,R,0.0
2016-06-22,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 40",Toomey +9,2016,Toomey,R,0.0
2016-06-22,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 40",Toomey +9,2016,Toomey,R,0.0
2016-06-28,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,PPP (D)*,"Toomey 40, McGinty 39",Toomey +1,2016,Toomey,R,0.0
2016-06-28,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,PPP (D)*,"Toomey 40, McGinty 39",Toomey +1,2016,Toomey,R,0.0
2016-07-14,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 39, Toomey 49",Toomey +10,2016,Toomey,R,0.0
2016-07-14,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 39, Toomey 49",Toomey +10,2016,Toomey,R,0.0
2016-08-01,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,PPP (D),"McGinty 41, Toomey 42",Toomey +1,2016,Toomey,R,0.0
2016-08-01,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,PPP (D),"McGinty 41, Toomey 42",Toomey +1,2016,Toomey,R,0.0
2016-08-29,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Emerson,"McGinty 39, Toomey 46",Toomey +7,2016,Toomey,R,0.0
2016-08-29,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Emerson,"McGinty 39, Toomey 46",Toomey +7,2016,Toomey,R,0.0
2016-09-09,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 45, Toomey 46",Toomey +1,2016,Toomey,R,0.0
2016-09-09,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 45, Toomey 46",Toomey +1,2016,Toomey,R,0.0
2016-09-25,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 40, Toomey 41",Toomey +1,2016,Toomey,R,0.0
2016-09-25,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 40, Toomey 41",Toomey +1,2016,Toomey,R,0.0
2016-09-26,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Mercyhurst,"McGinty 42, Toomey 43",Toomey +1,2016,Toomey,R,0.0
2016-09-26,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Mercyhurst,"McGinty 42, Toomey 43",Toomey +1,2016,Toomey,R,0.0
2016-10-05,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 42, Toomey 50",Toomey +8,2016,Toomey,R,0.0
2016-10-05,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 42, Toomey 50",Toomey +8,2016,Toomey,R,0.0
2016-10-11,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Susquehanna*,"Toomey 42, McGinty 38",Toomey +4,2016,Toomey,R,0.0
2016-10-11,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Susquehanna*,"Toomey 42, McGinty 38",Toomey +4,2016,Toomey,R,0.0
2016-10-18,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 45",Toomey +4,2016,Toomey,R,0.0
2016-10-18,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 45",Toomey +4,2016,Toomey,R,0.0
2016-10-19,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Emerson,"Toomey 46, McGinty 43",Toomey +3,2016,Toomey,R,0.0
2016-10-19,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Emerson,"Toomey 46, McGinty 43",Toomey +3,2016,Toomey,R,0.0
2016-11-05,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 42, Toomey 43",Toomey +1,2016,Toomey,R,0.0
2016-11-05,Pennsylvania,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 42, Toomey 43",Toomey +1,2016,Toomey,R,0.0
2010-07-15,New York,New York Senate - Berntsen vs. Townsend,Siena,"Townsend 24, Berntsen 13",Townsend +11,2010,Townsend,,
2010-09-11,New York,New York Senate - Berntsen vs. Townsend,Siena,"Townsend 25, Berntsen 17",Townsend +8,2010,Townsend,,
2014-03-24,Alaska,Alaska Senate - Treadwell vs. Begich,Rasmussen Reports,"Treadwell 47, Begich 43",Treadwell +4,2014,Treadwell,,
2013-11-20,Colorado,Colorado Senate - Buck vs. Udall,Quinnipiac,"Udall 45, Buck 42",Udall +3,2013,Udall,,
2013-11-20,Colorado,Colorado Senate - Baumgardner vs. Udall,Quinnipiac,"Udall 44, Baumgardner 39",Udall +5,2013,Udall,,
2013-11-20,Colorado,Colorado Senate - McMillan vs. Udall,Quinnipiac,"Udall 43, McMillan 40",Udall +3,2013,Udall,,
2013-11-20,Colorado,Colorado Senate - Stephens vs. Udall,Quinnipiac,"Udall 45, Stephens 38",Udall +7,2013,Udall,,
2013-11-20,Colorado,Colorado Senate - Aspiri vs. Udall,Quinnipiac,"Udall 45, Aspiri 36",Udall +9,2013,Udall,,
2013-11-20,Colorado,Colorado Senate - Hill vs. Udall,Quinnipiac,"Udall 45, Hill 39",Udall +6,2013,Udall,,
2013-12-06,Colorado,Colorado Senate - Buck vs. Udall,PPP (D),"Udall 46, Buck 42",Udall +4,2013,Udall,,
2013-12-06,Colorado,Colorado Senate - Stephens vs. Udall,PPP (D),"Udall 44, Stephens 37",Udall +7,2013,Udall,,
2013-12-06,Colorado,Colorado Senate - Hill vs. Udall,PPP (D),"Udall 44, Hill 37",Udall +7,2013,Udall,,
2013-12-06,Colorado,Colorado Senate - Baumgardner vs. Udall,PPP (D),"Udall 47, Baumgardner 40",Udall +7,2013,Udall,,
2014-02-06,Colorado,Colorado Senate - Buck vs. Udall,Quinnipiac,"Udall 45, Buck 42",Udall +3,2014,Udall,,
2014-02-06,Colorado,Colorado Senate - Baumgardner vs. Udall,Quinnipiac,"Udall 43, Baumgardner 41",Udall +2,2014,Udall,,
2014-02-06,Colorado,Colorado Senate - Stephens vs. Udall,Quinnipiac,"Udall 43, Stephens 41",Udall +2,2014,Udall,,
2014-02-06,Colorado,Colorado Senate - Hill vs. Udall,Quinnipiac,"Udall 44, Hill 39",Udall +5,2014,Udall,,
2014-02-06,Colorado,Colorado Senate - McMillan vs. Udall,Quinnipiac,"Udall 45, McMillan 38",Udall +7,2014,Udall,,
2014-03-10,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Udall 42, Gardner 41",Udall +1,2014,Udall,,
2014-03-18,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D),"Udall 42, Gardner 40",Udall +2,2014,Udall,,
2014-04-24,Colorado,Colorado Senate - Gardner vs. Udall,Quinnipiac,"Udall 45, Gardner 44",Udall +1,2014,Udall,,
2014-04-29,Colorado,Colorado Senate - Gardner vs. Udall,Magellan Strategies (R),"Udall 45, Gardner 42",Udall +3,2014,Udall,,
2014-06-30,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Udall 43, Gardner 42",Udall +1,2014,Udall,,
2014-07-15,Colorado,Colorado Senate - Gardner vs. Udall,NBC News/Marist,"Udall 48, Gardner 41",Udall +7,2014,Udall,,
2014-07-22,Colorado,Colorado Senate - Gardner vs. Udall,PPP (D),"Udall 44, Gardner 43",Udall +1,2014,Udall,,
2014-07-28,Colorado,Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Udall 51, Gardner 47",Udall +4,2014,Udall,,
2014-09-05,Colorado,Colorado Senate - Gardner vs. Udall,Rasmussen Reports,"Udall 44, Gardner 42",Udall +2,2014,Udall,,
2014-09-07,Colorado,Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Udall 46, Gardner 43",Udall +3,2014,Udall,,
2014-09-07,Colorado,Colorado Senate - Gardner vs. Udall,NBC News/Marist,"Udall 48, Gardner 42",Udall +6,2014,Udall,,
2014-09-12,Colorado,Colorado Senate - Gardner vs. Udall,Denver Post/SurveyUSA*,"Udall 46, Gardner 42",Udall +4,2014,Udall,,
2014-10-05,Colorado,Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Gardner 45, Udall 48",Udall +3,2014,Udall,,
2014-10-26,Colorado,Colorado Senate - Gardner vs. Udall,CBS News/NYT/YouGov,"Gardner 46, Udall 47",Udall +1,2014,Udall,,
2014-03-25,New Mexico,New Mexico Senate - Weh vs. Udall,PPP (D),"Udall 53, Weh 33",Udall +20,2014,Udall,D,1.0
2014-03-25,New Mexico,New Mexico Senate - Clements vs. Udall,PPP (D),"Udall 55, Clements 33",Udall +22,2014,Udall,D,1.0
2014-07-28,New Mexico,New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 52, Weh 44",Udall +8,2014,Udall,D,1.0
2014-07-28,New Mexico,New Mexico Senate - Weh vs. Udall,Rasmussen Reports,"Udall 54, Weh 33",Udall +21,2014,Udall,D,1.0
2014-08-19,New Mexico,New Mexico Senate - Weh vs. Udall,Albuquerque Journal,"Udall 53, Weh 35",Udall +18,2014,Udall,D,1.0
2014-09-07,New Mexico,New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 54, Weh 36",Udall +18,2014,Udall,D,1.0
2014-09-15,New Mexico,New Mexico Senate - Weh vs. Udall,Albuquerque Journal,"Udall 51, Weh 38",Udall +13,2014,Udall,D,1.0
2014-09-28,New Mexico,New Mexico Senate - Weh vs. Udall,Rasmussen Reports,"Udall 52, Weh 39",Udall +13,2014,Udall,D,1.0
2014-10-05,New Mexico,New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 53, Weh 35",Udall +18,2014,Udall,D,1.0
2014-10-26,New Mexico,New Mexico Senate - Weh vs. Udall,CBS News/NYT/YouGov,"Udall 52, Weh 36",Udall +16,2014,Udall,D,1.0
2014-10-27,New Mexico,New Mexico Senate - Weh vs. Udall,Albuquerque Journal,"Udall 50, Weh 43",Udall +7,2014,Udall,D,1.0
2016-09-06,Maryland,Maryland Senate - Szeliga vs. Van Hollen,OpinionWorks,"Van Hollen 55, Szeliga 26",Van Hollen +29,2016,Van,,
2016-09-22,Maryland,Maryland Senate - Szeliga vs. Van Hollen,Goucher College*,"Van Hollen 54, Szeliga 24",Van Hollen +30,2016,Van,,
2016-10-06,Maryland,Maryland Senate - Szeliga vs. Van Hollen,Wash Post/Univ. of Maryland*,"Van Hollen 58, Szeliga 29",Van Hollen +29,2016,Van,,
2010-05-04,Louisiana,Louisiana Senate - Vitter vs. Melancon,SMOR/Grigsby (R),"Vitter 49, Melancon 31",Vitter +18,2010,Vitter,R,0.0
2010-06-15,Louisiana,Louisiana Senate - Vitter vs. Melancon,Magellan Strategies (R),"Vitter 51, Melancon 31",Vitter +20,2010,Vitter,R,0.0
2010-06-16,Louisiana,Louisiana Senate - Vitter vs. Melancon,PPP (D),"Vitter 46, Melancon 37",Vitter +9,2010,Vitter,R,0.0
2010-06-29,Louisiana,Louisiana Senate - Vitter vs. Melancon,Rasmussen Reports,"Vitter 53, Melancon 35",Vitter +18,2010,Vitter,R,0.0
2010-08-20,Louisiana,Louisiana Senate - Vitter vs. Melancon,WWL-TV/Clarus Research,"Vitter 48, Melancon 36",Vitter +12,2010,Vitter,R,0.0
